/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/1.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/2.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/3.png
/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/2.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/3.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/4.png
/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/3.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/4.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/5.png
/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/4.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/5.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/6.png
/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/5.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/6.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/7.png
/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/6.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/7.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/8.png
/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/7.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/8.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/9.png
/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/8.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/9.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/10.png
/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/9.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/10.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/11.png
/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/10.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/11.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/12.png
/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/11.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/12.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/13.png
/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/12.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/13.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/14.png
/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/13.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/14.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/15.png
/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/14.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/15.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/16.png
/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/15.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/16.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/17.png
/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/16.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/17.png;/data3/interferogram_gan/retrieved_clean/20181115.160235.493.Default-013_000000/phase/18.png
